"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200"
"BI_COMPOSITE_SBS40_P",61.4867048144357,0,124.331732128732,229.088358692125,357.904007621517,0,1001.3549436867,0,0,434.139968427567,0,167.271757318917,0,0,138.572507808378,945.545137115973,0,0,71.0245677592744,333.593508808842,0,0,306.01637063019,0,0,131.930316488699,161.937665937627,20.3262678331089,0,0,0,327.294158039348,131.705804478492,83.9086523634696,184.858924836922,765.322797214778,112.108456785494,371.766293839604,28.7921432738061,6.22990296858634,0,0,165.883171278572,59.679326946577,0,0,186.612747113436,1130.92789721414,0,71.5550676186346,46.1574181842299,0,590.31270137341,147.988409873335,1489.349996811,74.7214245902358,65.7621430013293,139.62517542595,0,87.9741619333999,28.1380299797377,132.747906385396,0,0,140.507966988115,105.449786563685,94.5850173567699,161.041518600966,0,89.9423546053893,340.868736861795,0,68.8349426496947,47.651031323081,1141.32143575647,136.205924657667,0,0,119.870469960748,79.7554200334148,37.5342756678744,0,167.389062815465,0,0,73.5565894710479,24.0641985649632,0,10.1697083763253,136.129092549379,56.9147578919724,117.819168315913,0,0,0,0,49.3029595400641,65.0088958205783,48.7879448938811,0,615.986387963309,18.3937423593723,39.8471955642634,0,49.2335391057601,1287.74304958541,65.1399685650183,0,427.621407948714,0,46.2072485763833,0,0,0,308.606151591917,106.426115226246,0,376.573936997489,0,468.48666673666,60.4961454773142,124.1422432332,0,0,849.149247096525,8.85584070378248,391.026778956663,329.207264041679,365.668582774839,0,0,0,0,0,56.6515400265926,112.6473184874,0,46.5455047477352,0,0,470.230964702195,0,0,0,357.959841022656,0,2111.24782299952,179.668362417567,189.744161567925,137.149039834299,0,105.07238383059,72.6663167446325,0,82.068548423725,569.641790022001,49.8537137553858,176.267833728961,22.9984132664249,0,0,154.198204944391,93.7947777644284,278.752143932912,0,265.235017606161,0,0,169.886666619299,241.464651818649,168.00125647729,362.029405492478,153.582380110144,0,0,114.518335020627,0,175.764196138539,97.8938813553539,100.823628288753,3935.45602312694,259.698026060264,165.564390739791,31.8423209742596,0,1347.33785931306,0,48.4686051564412,218.715507702814,420.804641870407,217.739893245228,0,176.812933994456,154.702701290893,19.8553265306154,117.200990394289,0,0,77.6630902614536,181.61260735655
"BI_COMPOSITE_SBS68_P",326.027420773563,0,528.218950776795,199.108920415185,0,0,0,0,0,139.281021009324,573.224915935389,236.037296668699,1101.57679719304,93.4223198202892,7440.03855871252,0,0,0,620.25821743997,0,1623.88729473668,0,0,160.667127586093,0,67.392283188878,981.925418527401,593.847755470007,129.452331945399,757.251833809472,159.909584160689,497.634302612938,113.236016449626,210.776205289639,180.850193458896,737.498877974891,209.979008792724,412.049231835089,1178.21059330287,2950.37247273032,0,258.085419011702,0,265.879150752441,0,0,63.6855992485166,437.183223956064,0,0,383.767202270001,0,405.59401925313,38.6898492865321,0,0,415.160368422373,2239.96279027768,1036.90403744969,831.761136071048,2466.25372918912,725.247926236022,0,547.008323776303,0,0,723.426411742908,180.656371821516,0,3672.86857256978,721.996326796791,0,0,0,265.23812531382,332.070024871362,0,0,0,0,4584.14027083985,0,0,0,0,1772.22506892415,101.829964016259,2139.90388239151,93.4155215147179,0,152.999585864644,484.169745904014,176.233852857465,0,0,446.267538245909,115.822206700754,2711.14381601085,356.40927872113,827.514120549865,976.839496515921,1343.4378822704,0,0,192.010596446757,1970.62672045523,199.483376920827,882.831633594066,143.135861174261,220.821710158803,215.139534704496,0,0,0,0,64.7594883956168,290.087933365551,1466.47714612014,184.948037883795,537.495089078562,0,0,0,997.568146106832,545.793638208461,117.541045147213,644.269627284761,2324.37877628166,215.537029248427,0,423.349989085758,0,297.424819812111,495.219822554501,0,0,0,0,0,0,0,0,0,0,167.108421203998,0,1324.51315099027,858.757486759124,250.559050609215,0,527.777735519334,162.648040677042,618.687669169757,376.493064256897,0,898.472114245792,45.8695719856278,485.478545567001,816.730849009508,265.716926469882,0,42.7052766641736,0,0,0,333.900609609438,542.940854074378,0,0,688.147037815164,0,0,780.057043961043,0,345.055541160305,0,700.020343284335,298.379635142412,0,341.957106289631,987.398590397623,3017.86079454408,134.429856173138,359.490913948445,0,214.717662058019,0,191.604909721109,742.259756084548,728.571000208175,756.955578020026,0,1425.50093338141,0,389.301888398521,0,0,0,0,278.825782431261
"BI_COMPOSITE_SBS13_P",207.742917640236,0,0,91.0201937818048,727.316662046363,836.484850590873,2094.94941420027,5764.8629667547,0,8658.44872754492,77.0100044467142,95.2431293130271,0,70.443646444019,158.785262945683,400.088976360051,99.9472159035707,2543.72500002971,0,177.120760959609,63.0412397821155,0,0,150.793303431576,0,1193.10645664151,535.884538891353,32.7272589333282,346.072235661451,471.29105902383,859.229201362381,51.8323744596051,0,47.7206027259004,139.061592942829,373.978356362598,208.955237049995,29.6458793781211,6.28760877350347,323.278349559938,52.1372803417737,92.2754704270074,0,0,0,883.813149746486,0,196.27415820178,0,51.9359061094908,274.255869284742,0,231.516716629427,0,0,42.0232193465886,562.798030197768,3552.67374756051,566.438601348066,2341.28679823904,0,1599.32189342588,581.80514411471,0,644.553924305846,60.4221515502508,6.06850669482467,23.2302686115578,0,1772.54565251133,0,0,35.2614346686502,0,60.4723447906504,0,0,0,0,0,86.1299199929568,0,113.891016442961,0,382.126519142833,155.742375061663,19.845908343701,15.0690043245859,240.052971738723,0,40.7512395298686,318.903393707355,0,0,227.205886086134,0,111.476497877134,0,0,418.487662589074,0,0,0,0,9.81702933995841,321.945309067361,531.071541905599,0,1033.54262805593,0,62.2271802726637,3.94320192570478,0,0,0,0,0,732.5641835597,0,291.008296711588,0,279.398989129791,0,118.638940240337,2713.9124941206,2168.11041023698,140.698382431519,282.953375677293,10881.3034236983,1870.55503873552,0,0,59.8130325316298,0,287.423865580936,0,180.677840312396,128.385735560629,0,0,158.535855927909,1601.35814382776,0,0,23.922817811141,265.328953279106,1996.1026225334,6.8938014635792,495.674060461405,0,75.27868243468,1475.87440431486,0,4626.07861650693,537.713167917534,0,17.1307172509317,25.8705685150713,0,3.56807191912653,119.808404134948,0,0,49.7539189288508,1314.26593062977,0,0,0,147.10850467923,80.8053098165157,0,760.578371571135,113.179595101009,0,0,116.436792214759,0,138.170647199444,0,0,0,106.61774358737,1053.50635897949,0,0,163.588332802763,0,0,0,486.369536740443,27.6215973364388,0,907.753552738537,2508.08629355423,2.84271063125091,1.49683593817509,0,0,31.4780443885968,24.5522597472231
"BI_COMPOSITE_SBS5_P",1840.57837497493,0,0,3104.41533943523,4014.9439204131,0,511.300617746217,0,1142.32397220349,354.138047939904,0,0,0,641.82101681029,995.394003289194,30.5061885646942,714.575060419058,0,155.636768768713,629.253903484891,0,0,7933.1044381731,0,0,229.917706397722,3164.68292940768,204.627201925625,0,443.313903120851,0,288.071588325694,0,3224.84400358257,102.586162705291,279.636591404661,183.920799788341,49.0878979906456,0,25701.3797912866,0,0,414.233468291028,1732.80136540064,0,217.575017672434,0,2966.70728665664,0,0,482.291094677102,0,0,589.029811725785,804.868772456202,1750.21844619517,2733.7562993094,79.3295992607527,1760.93914136323,324.279581760854,0,2391.50855667761,869.422290715313,906.589298942818,385.306068973807,48.4929947350461,81.5609413910957,133.347249412521,791.226787973418,2352.90831222063,0,0,0,590.976397799737,543.581902156324,0,0,0,0,20056.7727128575,0,893.584319717054,1550.01402094411,543.479914426504,515.875455582922,210.648470537546,47.561226449365,247.797969408679,138.178884346872,0,0,0,724.39534478758,0,848.029189135116,0,323.938998358786,0,533.99575032542,627.080234339173,0,0,0,393.511898350997,2991.21415040487,100.945546717656,0,1015.53685814374,1093.7181696134,160.076378931676,254.784671219236,0,434.134372374829,0,0,160.80682387968,498.701529585557,91.9555723196558,1053.34581977115,155.386472615017,231.566074096678,1779.61671162465,0,268.680531913666,29961.3426808925,948.498262303539,977.345204866499,955.985361109534,0,225.066287266593,0,0,6189.52418900916,0,0,0,613.853558688275,1813.36686684285,0,0,430.879518154477,89.8873941406452,0,4740.73235024148,6455.2004658551,484.625602421126,91.4914658153018,2664.51983199677,1332.53358565805,1253.06174873623,5461.71675455609,558.048160153876,173.087554986641,181.787824321546,1087.8980281806,0,822.549048546612,0,1052.90276453132,284.510900850473,844.490912055375,133.761631827422,6692.04141161361,3002.49059548852,0,0,0,514.433762306722,4791.86343709701,7203.65654444426,93.6258674142958,211.895025822296,461.203217332861,1265.6656502788,257.763057147909,51.5699959523036,0,26.2283659937514,0,0,323.054057507975,1182.64673731711,1095.9152093028,0,1547.25980731979,476.391420690257,0,1688.36356089498,232.217245978116,765.756191215338,218.485826671319,0,3565.84106346242,771.419124000038,857.039020760761,848.577254646006,0,0,445.89883454963,1091.09975862589
"BI_COMPOSITE_SBS21_S",4519.35880016936,274.405801053345,2176.78348649858,369.193243817558,1704.90095659504,11114.5954579319,5809.45219612718,0,501.336123744128,1289.1907895248,0,0,2742.73700989653,491.176766808632,0,0,2122.40194634025,334.776307708442,97.0675149930593,0,0,643.014066982256,18468.7645399142,0,1612.17246707168,4971.73757133317,0,3009.58883480458,0,0,1966.23859697482,0,143.2184126191,0,345.608414569149,8871.504355223,0,40446.5900552126,0,4985.60299761215,0,0,0,0,0,0,297.207431232088,3003.58601168961,8924.89931243471,0,137.0699131599,0,10352.6852127385,375.292614101259,0,4250.58087633465,0,25817.4266046321,4234.3781728739,2249.3445574284,0,243.09625575156,0,1972.91078879434,774.936346882584,0,3797.35904841582,1555.81845422998,0,10835.1491998586,0,6482.81317131072,2525.06613155841,0,2661.12930785903,9518.15082304046,20280.2027151744,394.750698251143,0,0,0,0,5669.72888651667,0,151.504614711834,20689.3115793209,260.451199778711,20574.6468983194,0,0,0,16896.3164397661,0,0,0,23758.3796010195,136.432950507581,5607.11793176948,5869.7751273213,2325.82328899611,0,6014.40228855717,3666.30769538724,0,6477.84838639368,8551.90968739131,857.994858683321,1113.57483446009,23754.0878112344,0,4029.33321483629,833.25049186708,0,0,0,0,0,774.343877985298,372.385126461459,1567.98491639522,1235.19783700527,130.659519303991,1199.92533497383,258.582515297193,1279.34734850216,4697.45585108361,3252.76530518062,1816.94950856914,1813.54161319942,6251.70482429284,0,0,0,14820.7954157344,0,0,0,5360.48355607154,0,0,104.838464701138,4254.42778697993,10233.1576293458,512.841730411738,0,0,359.788296878919,987.166284244315,3466.64647384017,35305.9215779535,0,2168.31201450482,1470.76614123229,0,0,1636.95998501489,3.76222800331478,0,1105.448013105,0,2337.36701283882,3830.60098610575,0,307.30223066548,0,1857.31132602911,0,294.008197596414,808.531319521537,5391.27366256328,4843.7739903297,7210.38339157774,529.820097050683,4237.72921066535,1577.28691218682,0,0,9615.20413464834,1606.6252656207,2625.31541890887,684.041751006728,0,1390.35294866451,7911.78487254735,1915.95280767952,1060.19321421915,0,0,0,412.220043567958,750.09994831205,0,1911.73819128547,0,935.105996527453,274.252455627686,0,425.616154124549,0,8302.38686195404
"BI_COMPOSITE_SBS16_P",56.3977235448424,0,216.555221426766,238.550652421518,0,346.988616856106,8066.24503301997,17.5078853911084,0,242.687536540565,0,0,0,187.066738201188,0,63.8116994765426,223.895702008397,838.187973842064,39.1348914576469,266.722852052438,0,299.408182045884,639.55260607933,0,0,0,904.528779752093,208.071111508155,2448.69860654717,0,211.85583228195,460.647821500216,0,126.809963386624,914.138416336678,0,370.64010436007,238.423216547522,274.063311955097,763.109614821966,0,57.9041242225137,0,30.0969305252399,85.7659522274973,0,277.93024088885,135.293764733103,0,0,405.771331645575,105.93085992304,0,0,0,0,1025.01779986752,61.5755157533849,425.882148084949,124.589510058641,234.669147672971,341.552020209856,199.696006533401,0,77.661599881605,175.502460558033,1876.03561441842,430.733529176494,118.339692501754,542.407442143125,0,139.93438736135,0,1209.56149554267,0,0,696.814594346081,0,0,62.6543164060619,480.853506936231,0,181.668947103609,612.69348043879,0,421.213414410047,407.614578307004,192.932032927869,477.301352259641,0,0,0,0,0,0,126.156733928704,67.6338517262491,192.872790616752,475.114997123235,179.845373389602,93.1667493396192,0,0,70.1813656152057,0,258.658891816069,0,0,483.093903347699,0,67.5624998263141,216.237135022872,0,387.796162517202,0,218.539518979057,657.8749508764,114.190829184241,0,326.970909762504,0,39.4676029180143,0,686.202373648211,67.3983498307699,642.199187602004,0,1687.63835120834,28.9907808214458,1146.50022091892,0,0,0,19.7711955239402,0,361.828221763217,0,510.746019553564,0,108.699678562733,124.43637181403,675.328039571931,0,311.137859896277,601.14402788231,0,786.426935139076,1874.03048730209,0,418.684562356904,186.847151505375,1698.68956340124,74.135820988384,0,0,0,1271.09655078607,388.130585406503,654.624073093169,0,131.501002423637,185.569225440069,0,282.758010478299,107.999778710668,156.738514260111,0,0,410.726538598964,61.1326714043764,621.148632492551,0,165.943058201979,386.284841718022,137.124694729881,0,271.810645650941,953.575896313689,0,279.946890440123,651.370903941022,132.241704599108,807.590893650549,0,348.546554873895,901.890758267077,93.9712550765007,178.814410314543,815.851227618366,169.395315957585,64.0235744901252,0,195.825285346963,203.776913085931,0,170.630863288398,128.803592009808,52.4518978495258,395.876296614288,134.458669836042
"BI_COMPOSITE_SBS39_P",2382.30780877555,0,0,985.355451099206,466.808885281562,0,299.103273152189,130.004592131635,145.732474222347,521.774094750837,0,3503.06559743232,0,852.067882919499,544.887979060987,242.980576987796,223.985522621394,1764.55184852213,296.83452446455,0,0,339.946462928431,147.689970343298,661.760918513864,559.003320268717,89.5931379123669,5241.14552906344,0,104.660463154944,1226.3429225486,171.082004111024,0,202.181623818287,0,585.369844433078,1151.61540411526,0,654.362345709234,453.914784090043,382.683033766278,735.592645097065,2237.28726077515,823.155374252458,0,575.027298334303,591.447585980957,718.138092465113,1335.70862998183,126.561818218277,2347.7835084864,144.95960237863,548.678174875271,372.015962645636,2984.65725156878,0,124.149010783363,294.849758016853,0,300.293536096469,113.581931259125,51.4940367677914,1220.3322234005,0,1862.94501133538,902.695285172539,735.449756563914,110.198434319168,5399.98564119975,0,602.792513674249,0,638.031635406677,0,621.797009692783,199.614915198801,432.077090593731,0,0,0,260.472681090512,422.752654639366,399.819426641852,0,2421.76538611216,0,0,732.914851914925,57.9811695237294,1597.65006658777,747.163033439219,488.939874371164,576.891573690769,0,0,0,268.550730783592,156.647685697466,470.016664881118,125.036649033814,155.803310543019,969.717609459337,0,940.023492619366,886.319377416757,0,794.460755968058,334.884134170495,0,299.249903008132,555.531426873789,809.001466679002,481.178868287465,0,0,65.0491925797979,0,0,410.079467112315,0,6932.40136898348,0,105.481651211206,0,1622.44609793157,50.1949198999461,0,1007.16797727347,2120.75926015,2522.15588828678,619.432291210691,0,0,0,365.893509644138,126.75091605621,0,479.427973561679,197.705713458007,0,0,0,392.889155962639,610.152908554631,443.633058601417,58.9147567992905,317.388200423533,293.516088005518,133.114548761961,0,0,2213.59063059818,245.155966219874,229.727980829887,1115.18175695642,0,1169.15791892414,236.382375723812,1344.02822062993,1092.0965638881,452.686526717755,1348.30223283115,0,34674.5923708446,1405.33069156734,1226.15172147706,0,0,0,619.233509256855,0,0,0,753.496561865445,0,0,37.8087990170219,191.36060822848,100.607988291501,0,0,279.821578952324,0,803.941006429343,203.018043007019,291.666913627374,399.232373861653,0,0,435.883282535761,615.120049868301,0,475.945786077693,130.811050507319,0,0,201.682569887453,0,0,681.491265886606,1927.08566474076
"BI_COMPOSITE_SBS38_S",0,1332.78210897444,1036.32459289335,0,67.4960722302322,0,1070.22343485792,71.1964989400607,0,348.110649948104,557.420115646985,741.484473923891,0,377.032307348399,1819.55303164102,137.911880315414,284.726212175615,558.866720172877,187.099791349522,428.684850762813,370.491453134386,807.775935803291,98.3666304422501,0,0,809.015089080962,695.331764352031,365.351629078075,0,675.792030827186,339.162143943778,256.323899267509,0,522.240760762711,282.030998728753,0,0,684.104034822128,548.759369596567,738.700729606554,304.522481365075,379.719263207991,0,96.4313809980184,0,0,58.9571555720318,1436.42294066241,551.69582129806,737.475616726951,317.608062563152,437.841975394088,89.9443470672031,88.9941860350498,0,2417.23099932749,0,844.28431742,0,157.941763637961,0,1424.84730404825,0,0,0,0,1789.79722602882,0,152.014988667923,0,0,110.528420382895,0,374.193341377904,22.069946035698,0,390.088255519968,0,0,81.4729687798297,378.991858347707,0,163.222639634212,57.1338450800557,0,309.351599313993,444.065291813156,0,963.332833289569,1029.98885158455,1523.88079259997,0,0,1530.11431495901,327.743299182152,1091.40960055009,814.767283285256,347.160467848806,256.787683836496,378.548681529108,207.436587595849,0,502.277053790144,0,464.545198194055,0,6764.00309214087,66.4730271885638,643.383283639477,249.902161004453,415.937180998841,1965.95973960202,0,422.997202790982,0,0,0,66.4659777183816,0,248.716360662464,0,523.471823576087,0,0,318.49717054925,1274.36732282708,0,913.742951685588,115.910725301502,0,0,66.2054678786588,0,570.37817125349,0,97.1752817077675,0,1274.95272472419,522.314526617594,0,668.913112327524,406.46177053316,0,0,297.647719841024,0,298.798736531955,1211.86312173838,468.872117935772,382.230311306885,96.6474508102485,419.905912937826,489.31812602551,770.207189341284,189.164554982286,190.416139144587,1090.52594006908,229.722195443499,741.24404648473,569.468044050097,379.63717738405,161.650634620768,2107.89611422241,0,0,234.816499200798,702.731690597081,0,57.7063030022596,349.679799860352,0,493.085227218114,108.406878550232,332.895285464998,857.432728280328,115.698978124037,658.979533300693,166.294433851847,9091.83590714426,211.80147976802,290.358716943834,215.661522795532,982.980901812418,145.639576163053,0,84.5560954693382,0,2395.58078999147,705.420902774749,0,0,276.266116949282,599.040411744904,236.493585611112,0,263.722311903785,409.276104436171,0,399.685285855668,1021.04668228467
"BI_COMPOSITE_SBS9_P",40.4995317578592,0,0,0,65.3768895214125,0,37.5709874028839,6494.41467415054,495.955542475619,136.195627693864,17.7997774810213,0,0,455.055275397838,92.9546711507401,0,0,354.333030421436,57.6974755759305,306.47564623087,0,0,357.605771675762,0,0,809.376151358736,347.942875867921,0,1637.32066806635,0,167.440731174165,0,0,422.957160948132,181.465095504279,297.691158691793,3478.4142055414,102.577352276411,0,177.926808267947,0,693.672027639137,20.0816572915237,0,561.357289241383,0,0,205.001208496483,0,0,78.797131460902,989.207151474629,0,243.322848461309,0,0,79.2548071744969,509.29193026951,0,284.456293554123,52.0701796645365,22.7062080411726,0,0,44.2883235621254,90.9152070637486,0,194.018141247295,0,0,0,451.761720209562,5820.43488001029,1326.98273149968,369.672889330336,23.5134033347165,0,0,0,65.5546080710595,0,0,0,273.975687758269,0,829.232324310655,0,0,108.517846711627,31.3729745569346,179.372750234971,205.924861620861,0,0,2196.27655374714,118.863870795121,295.553444724831,69.5894669337437,255.736558039284,40.1352033101913,137.667180668036,0,0,434.353746283738,355.461561095097,326.903242082256,0,322.310087526796,274.550442750287,0,569.548680952544,0,58.4047390951877,0,492.172546482952,81.0919814481516,84.3979368195213,87.9846101902336,124.035526946832,227.102351930102,166.2755850281,950.897650357251,0,0,100.80584055952,0,616.161072720822,384.211043021282,0,0,0,270.79891623536,0,1509.22688384063,67.5859227262401,40.8329978860048,0,62.9358564538896,0,0,173.943234570333,49.3297435026306,137.024816510544,479.269895797974,0,164.941054676854,184.265860987788,131.532646255497,0,0,594.240491991441,0,311.394777837192,0,0,0,390.459827748602,0,121.527249943631,1462.6571141484,89.6438651261705,0,447.922110424473,51.8606132919581,0,70.228293667058,0,505.427129072164,194.970609460332,0,600.502003330699,0,127.333033785267,0,417.827474726738,54.0787092586147,81.6435994836669,89.8414790627755,0,1444.64502919813,59.7390702894525,243.508278279479,51.8039781990936,538.961594794524,0,391.592347693007,0,0,3.43594900935441,0,387.823054183259,0,3009.02447118642,77.7167310540856,102.830041622965,1680.65112104765,0,0,141.413423217906,1936.24356441322
"BI_COMPOSITE_SBS75_S",488.936004422971,212.538665371147,19744.3590000485,0,739.54336748394,0,134.660567196465,0,0,360.029458865095,0,10184.298828125,0,160.407363984435,3015.0605673017,593.774884986672,0,0,215.705193657207,0,380.018852932928,11684.2544324575,2427.77295273104,0,216.639856014681,822.957458424794,4306.7234828676,88.5803179681407,0,0,2260.19571334456,0,0,308.853647117797,41.1500460218063,0,0,338.346438993999,18280.873442867,10582.5886674676,0,0,850.385116064116,0,0,505.453557235216,261.538958488677,3.67396685557251,0,1215.16390475872,1135.35178488896,366.953111251085,381.989568343534,0,0,0,0,1277.99687423718,0,1900.03303769155,0,617.547357570871,0,0,211.059149937037,2026.04399357949,0,7347.09759543526,0,0,0,76506.6829793298,25.0186798362827,2614.926118268,728.440465751969,31.8644155544971,107.904840051159,0,2630.87839426987,2934.25109694454,4105.1455271704,0,364.388782888853,6810.04452980391,1249.61467386956,1034.5814098581,2091.07638048275,305.96756111732,262.652188671924,0,430.266781676476,1622.50105708295,243.335626721191,0,121.858045384029,2760.72351639291,0,0,343.810442464151,644.344264199298,0,0,0,0,1515.4476244393,2283.09236144232,8435.44873354017,1856.48937333715,68.0657345208714,0,10753.2071014157,0,0,0,0,0,701.351291510557,2740.24870048541,331.182190041796,10950.1540462855,0,0,0,103.602268525459,3993.19608931971,173.353907580567,9998.86870518776,2673.11588627182,0,50.3938705672386,0,1749.6538254914,1011.68313321622,2096.41434124564,171.119612254813,0,0,63.9940953751911,0,0,7918.208188961,3422.9345653064,27.6876519489561,1673.72965307249,3176.84695120388,132.173581195033,2607.24579494183,826.483668089251,331.834740730547,994.228573156568,348.898032428174,109.240292439675,3783.59013900942,0,1031.9441063472,1906.54980627052,1990.08147845011,1890.78009808598,0,0,109.923601022338,8472.23238705289,0,737.055016884631,958.237598164354,12689.7980306204,0,0,105.091945483749,1638.9571306387,203.271854578046,469.987173940086,236.374427732184,0,101.981474807098,984.960315003705,6236.60405553095,1681.74595483683,1017.67984932404,605.467650870251,738.844364843502,56.5769426323328,890.939165881383,0,0,900.530864152162,1177.27634726061,0,305.206908354494,851.619712147809,2704.4276024536,0,4471.82447888159,0,5275.41047103415,608.637006247198,0,0,0,13498.9434422674
